型号,brand,index_zol,price,OLED,IP,full_screen,screen_per,screen_size,back_cam_lst,back_cam_num,back_cam_1,back_cam_2,back_cam_3,back_cam_4,back_cam_5,front_cam_lst,front_cam_num,front_cam_1,front_cam_2,front_cam_3,front_cam_4,front_cam_5,CPU_brand,CPU,ram,rom,5G,dpi,ppi,size,device_length,device_width,device_thickness,fingerprint_type,release_date,releaseY,releaseM,wireless_charge,quick_charge,battery_vol
Moto Razr（全网通）参数,Moto手机,1289481,,1,,1,93,6.2,1600万像素>高清级像素高清像素手机>,1,1600,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,高通,高通 骁龙710更多高通 骁龙710手机>，手机性能排行>,6,128,,2142x876,373ppi,"展开：172x72x6.9mm
折叠：72x94x14mm",172,72,6.9,后置指纹 ,2020年01月,2020,01,,1,2510
Moto Z2 Play（全网通）参数,Moto手机,1169637,,1,,,70.06,5.5,1200万像素>高清级像素 样张秀>，高清像素手机>,1,1200,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,高通,高通 骁龙626（MSM8953 Pro）游戏体验 重掉帧(击败44.31%手机)更多高通 骁龙626（MSM8953 Pro）手机>，手机性能排行>,4,64,,1920x1080,401ppi,156.2x76.2x5.99mm,156.2,76.2,5.99,前置指纹 ,2017年07月05日,2017,07,,1,3000
Moto P30 Note（4GB RAM/全网通）参数,Moto手机,1228033,,,,1,87,6.2,1600万像素+500万像素高清级像素高清像素手机>,2,1600,500,,,,1200万像素高清级像素高像素自拍手机>,1,1200,,,,,高通,高通 骁龙636手机性能排行>,4,64,,2246x1080,402ppi,156x76x8.98mm,156,76,8.98,后置指纹 ,2018年09月,2018,09,,1,5000
Moto Z2（全网通）参数,Moto手机,1169107,,,,,,5.5,,0,,,,,,,0,,,,,,高通,高通 骁龙835（MSM8998）更多高通 骁龙835（MSM8998）手机>，手机性能排行>,,,,2560x1600,549ppi,,,,,前置指纹 ,2017年>,2017,,,,
Moto P30（6GB RAM全网通）参数,Moto手机,1228031,,,,1,82.02,6.2,1600万像素+500万像素高清级像素高清像素手机>,2,1600,500,,,,1200万像素高清级像素高像素自拍手机>,1,1200,,,,,高通,高通 骁龙636游戏体验 轻掉帧(击败60.64%手机)手机性能排行>,6,64,,2246x1080,402ppi,155.5x75.95x7.69mm,155.5,75.95,7.69,,2018年08月,2018,08,,1,3000
Moto P30 Play（全网通）参数,Moto手机,1228032,,,,1,79.2,5.86,1300万像素+200万像素高清级像素高清像素手机>,2,1300,200,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙625手机性能排行>,4,64,,1520x720,287ppi,149.9x72.2x7.97mm,149.9,72.2,7.97,后置指纹 ,2018年08月,2018,08,,1,3000
Moto Z4（全网通）参数,Moto手机,1263334,,1,,1,,6.4,4800万像素高清级像素高清像素手机>,1,4800,,,,,2500万像素高清级像素高像素自拍手机>,1,2500,,,,,高通,高通 骁龙675手机性能排行>,4,128,,2340x1080,,158x75x7.4mm,158,75,7.4,后置指纹 ,2019年5月,2019,5,,1,3600
Moto One Zoom（4GB/128GB/全网通）参数,Moto手机,1290273,,1,,1,85,6.4,4800万像素主镜头+1200万像素长焦镜头+1600万像素广角镜头+800万像素长焦镜头高清级像素高清像素手机>,4,4800,1200,1600,800,,2500万像素高清级像素高像素自拍手机>,1,2500,,,,,高通,高通 骁龙675手机性能排行>,4,128,,2340x1080,,158x75x8.8mm,158,75,8.8,屏幕指纹 ,2019年>,2019,,,1,4000
Moto G7 Plus（4GB RAM/全网通）参数,Moto手机,1255312,,,,1,81.17,6.24,1600万像素+500万像素高清级像素高清像素手机>,2,1600,500,,,,1200万像素高清级像素高像素自拍手机>,1,1200,,,,,高通,高通 骁龙636手机性能排行>,4,128,,2280x1080,407ppi,156.96x75.34x8.27mm,156.96,75.34,8.27,后置指纹 ,2019年4月,2019,4,,1,3000
Moto X4（全网通）参数,Moto手机,1175343,,,IP68,,,5.2,1200万像素+800万像素高清级像素高清像素手机>,2,1200,800,,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙630更多高通 骁龙630手机>，手机性能排行>,4,64,,1920x1080,424ppi,,,,,前置指纹 ,2017年>,2017,,,1,3000
Moto 青柚1s（全网通）参数,Moto手机,1206666,,,,1,75.07,5.7,1200万像素+500万像素高清级像素高清像素手机>,2,1200,500,,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙450手机性能排行>,4,64,,2160x1080,424ppi,154.5x72.3x8.3mm,154.5,72.3,8.3,前置指纹 ,2018年05月,2018,05,,,3000
Moto 新版V3（全网通）参数,Moto手机,1230372,,,,1,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,2018年>,2018,,,,
Moto Z3 Play（全网通）参数,Moto手机,1206653,,1,,1,,6,1200万像素+500万像素高清级像素高清像素手机>,2,1200,500,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙636手机性能排行>,4,64,,2160x1080,402ppi,,,,,后置指纹 ,2018年>,2018,,,1,3000
Moto Z4 Force（全网通）参数,Moto手机,1277717,,1,,1,,6.4,4800万像素+1300万像素+800万像素高清级像素高清像素手机>,3,4800,1300,800,,,2500万像素高清级像素高像素自拍手机>,1,2500,,,,,高通,高通 骁龙855更多高通 骁龙855手机>，手机性能排行>,8,128,,2340x1080,,158x75x7.4mm,158,75,7.4,后置指纹 ,2019年>,2019,,,1,3600
Moto G7（全网通）参数,Moto手机,1231044,,,,1,,6.2,1200万像素+500万像素高清级像素高清像素手机>,2,1200,500,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙632手机性能排行>,4,64,,,,157x75.3x8mm,157,75.3,8,后置指纹 ,2019年>,2019,,,1,3000
Moto G7 Power（全网通）参数,Moto手机,1255301,,,,1,78.28,6.2,1200万像素>高清级像素高清像素手机>,1,1200,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙632手机性能排行>,4,64,,2280x1080,407ppi,159.4x76.9x9.3mm,159.4,76.9,9.3,后置指纹 ,2019年>,2019,,,1,5000
Moto P30（移动全网通）参数,Moto手机,1228457,,,,1,82.02,6.2,1600万像素+500万像素高清级像素高清像素手机>,2,1600,500,,,,1200万像素高清级像素高像素自拍手机>,1,1200,,,,,高通,高通 骁龙636手机性能排行>,6,64,,2246x1080,402ppi,155.5x75.95x7.69mm,155.5,75.95,7.69,,2018年08月,2018,08,,1,3000
Moto Z（2017版/全网通）参数,Moto手机,1164203,,,,,,5.5,,0,,,,,,,0,,,,,,高通,高通 骁龙835（MSM8998）更多高通 骁龙835（MSM8998）手机>，手机性能排行>,6,,,2560x1440,534ppi,,,,,,2017年>,2017,,,,
Moto G6 Play（全网通）参数,Moto手机,1206668,,,,1,,5.7,,0,,,,,,,0,,,,,,高通,高通 骁龙845更多高通 骁龙845手机>，手机性能排行>,,,,1280x720,258ppi,,,,,,2018年>,2018,,,,
Moto P30 Note（6GB RAM/全网通）参数,Moto手机,1231213,,,,1,87,6.2,1600万像素+500万像素高清级像素高清像素手机>,2,1600,500,,,,1200万像素高清级像素高像素自拍手机>,1,1200,,,,,,,6,64,,2246x1080,402ppi,156x76x8.98mm,156,76,8.98,后置指纹 ,2018年09月,2018,09,,1,5000
Moto G8参数,Moto手机,1265665,,,,1,,6.2,主摄像头1200万像素高清级像素高清像素手机>,1,1200,,,,,,0,,,,,,高通,高通 骁龙675手机性能排行>,6,64,,1920x1080,,160x171x29.1mm,160,171,29.1,后置指纹 ,,,,,,
Moto G7 Plus（6GB RAM/全网通）参数,Moto手机,1267153,,,,1,81.17,6.24,1600万像素+500万像素高清级像素高清像素手机>,2,1600,500,,,,1200万像素高清级像素高像素自拍手机>,1,1200,,,,,高通,高通 骁龙636手机性能排行>,6,128,,2280x1080,407ppi,156.96x75.34x8.27mm,156.96,75.34,8.27,后置指纹 ,2019年4月,2019,4,,1,3000
Moto E5 Plus（4GB RAM/全网通）参数,Moto手机,1228434,,,,1,76.69,6,1200万像素>高清级像素高清像素手机>,1,1200,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,高通,高通 骁龙430（MSM8937）更多高通 骁龙430（MSM8937）手机>，手机性能排行>,4,64,,1440x720,268ppi,160.9x75.3x9.35mm,160.9,75.3,9.35,后置指纹 ,2018年08月,2018,08,,1,5000
Moto E6 PLUS（全网通）参数,Moto手机,1291755,,,,,93,6.1,1300万像素主摄像头+200万像素深度传感器高清级像素高清像素手机>,2,1300,200,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,联发科,联发科 Helio P22手机性能排行>,2,32,,1560x720,391ppi,155.6x73.1x8.6mm,155.6,73.1,8.6,后置指纹 ,2019年>,2019,,,1,3000
Moto One（全网通）参数,Moto手机,1230196,,,,1,,5.9,双1300万像素高清级像素高清像素手机>,1,1300,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙625手机性能排行>,4,64,,1600x900,,,,,,后置指纹 ,2018年>,2018,,,,3000
Moto Z4 Play（全网通）参数,Moto手机,1249732,,1,,1,,6.22,4800万像素高清级像素高清像素手机>,1,4800,,,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙675手机性能排行>,4,64,,1080x2340,414ppi,,,,,后置指纹 ,2018年>,2018,,,,3000
Moto One Hyper（4GB/128GB/全网通）参数,Moto手机,1302469,,,,1,90,6.5,6400万像素+800万像素高清级像素高清像素手机>,2,6400,800,,,,3200万像素高清级像素高像素自拍手机>,1,3200,,,,,高通,高通 骁龙675手机性能排行>,4,128,,2340x1080,395ppi,161.8x76.6x8.9mm,161.8,76.6,8.9,后置指纹 ,2019年>,2019,,,1,4000
Moto G7 Play（全网通）参数,Moto手机,1255278,,,,1,85.05,5.7,1300万像素>高清级像素高清像素手机>,1,1300,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙632手机性能排行>,2,32,,1920x1080,386ppi,147.3x71.5x8mm,147.3,71.5,8,后置指纹 ,2019年>,2019,,,,3000
Moto P40（全网通）参数,Moto手机,1249725,,,,,,6.2,4800万像素+1600万像素高清级像素高清像素手机>,2,4800,1600,,,,2400万像素高清级像素高像素自拍手机>,1,2400,,,,,高通,高通 骁龙675手机性能排行>,6,64,,2246x1080,402ppi,,,,,后置指纹 ,2019年>,2019,,,,4132
Moto E5（全网通）参数,Moto手机,1206619,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,后置指纹 ,2018年>,2018,,,,
Moto E6（全网通）参数,Moto手机,1280709,,,,,93,5.44,1300万像素>高清级像素高清像素手机>,1,1300,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,高通,高通 骁龙430手机性能排行>,2,32,,1440x720,391ppi,,,,,后置指纹 ,2019年>,2019,,,1,3000
Moto Z3（5G）参数,Moto手机,1233081,,1,,1,77.86,6.01,双1200万像素高清级像素高清像素手机>,1,1200,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙835手机性能排行>,6,128,1,2160x1080,402ppi,156.5x76.5x6.75mm,156.5,76.5,6.75,侧面指纹 ,2019年>,2019,,,1,3000
Moto X5（全网通）参数,Moto手机,1206658,,,,1,,5.9,,0,,,,,,,0,,,,,,高通,高通 骁龙845更多高通 骁龙845手机>，手机性能排行>,,,,2160x1080,409ppi,,,,,,2018年>,2018,,,,
Moto ONE MACRO参数,Moto手机,1295307,,,,,93,6.1,1300万像素主摄像头+200万像素深度传感器+200万像素微距镜头高清级像素高清像素手机>,3,1300,200,200,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,联发科,联发科 Helio P60手机性能排行>,2,32,,1560x720,391ppi,155.6x73.1x8.6mm,155.6,73.1,8.6,后置指纹 ,2019年>,2019,,,1,3000
Moto E6 play（全网通）参数,Moto手机,1229510,,,,,93,6.4,2000万像素+1600万像素高清级像素高清像素手机>,2,2000,1600,,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙660更多高通 骁龙660手机>，手机性能排行>,4,64,,2260x1080,391ppi,,,,,后置指纹 ,2018年>,2018,,,1,4500
Moto One Action（全网通）参数,Moto手机,1279503,,,,1,,6.3,1260万像素高清级像素高清像素手机>,1,1260,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,三星,三星 Exynos 9609手机性能排行>,3,32,,2520x1080,,,,,,后置指纹 ,2019年>,2019,,,,3500
Moto One POWER（全网通）参数,Moto手机,1216869,,,,1,,,双1600万像素高清级像素高清像素手机>,1,1600,,,,,1200万像素高清级像素高像素自拍手机>,1,1200,,,,,高通,高通 骁龙638手机性能排行>,4,64,,,,,,,,后置指纹 ,2018年>,2018,,,,5000
Moto X（2017版/移动4G）参数,Moto手机,1169564,,,IP68,,,5.5,,0,,,,,,,0,,,,,,高通,高通 骁龙660更多高通 骁龙660手机>，手机性能排行>,4,64,,,,,,,,前置指纹 ,2017年>,2017,,,,3800
Moto E5 Play（全网通）参数,Moto手机,1208161,,,,,,5.2,800万像素>普通级像素高清像素手机>,1,800,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,高通,高通 骁龙425（MSM8917）更多高通 骁龙425（MSM8917）手机>，手机性能排行>,2,16,,1280x720,282ppi,,,,,,2018年>,2018,,,,2800
Moto E（移动4G）参数,Moto手机,1165398,,,,,,5.2,,0,,,,,,,0,,,,,,联发科,联发科 MT6737更多联发科 MT6737手机>，手机性能排行>,,16,,,,,,,,,2017年>,2017,,,,4000
Moto C2（全网通）参数,Moto手机,1213812,,,,,,,,0,,,,,,,0,,,,,,高通,高通 骁龙手机性能排行>,,,,,,,,,,,2018年>,2018,,,,
Moto C2 Plus（全网通）参数,Moto手机,1213813,,,,,,,,0,,,,,,,0,,,,,,高通,高通 骁龙手机性能排行>,,,,,,,,,,,2018年>,2018,,,,
Moto X4升级版（全网通）参数,Moto手机,1207086,,,,,,,,0,,,,,,,0,,,,,,高通,高通 骁龙636手机性能排行>,6,64,,,,,,,,,2018年>,2018,,,,
ROG 游戏手机3经典版（12GB/256GB/全网通/5G版）参数,ROG手机,1332982,,1,,1,79.92,6.59,6400万像素主镜头+1300万像素超广角镜头+500万像素微距镜头高清级像素高清像素手机>,3,6400,1300,500,,,2400万像素高清级像素高像素自拍手机>,1,2400,,,,,高通,高通 骁龙865 Plus更多高通 骁龙865 Plus手机>，手机性能排行>,12,256,1,2340x1080,391ppi,171x78x9.85mm,171,78,9.85,,2020年07月,2020,07,,1,6000
Moto RaSr 2018（全网通）参数,Moto手机,1227488,,1,,,,5.8,,0,,,,,,,0,,,,,,,,,,,,,,,,,后置指纹 ,2018年>,2018,,,,
ROG 游戏手机3经典版（12GB/128GB/全网通/5G版）参数,ROG手机,1324721,,1,,1,79.92,6.59,6400万像素主镜头+1300万像素超广角镜头+500万像素微距镜头高清级像素高清像素手机>,3,6400,1300,500,,,2400万像素高清级像素高像素自拍手机>,1,2400,,,,,高通,高通 骁龙865 Plus更多高通 骁龙865 Plus手机>，手机性能排行>,12,128,1,2340x1080,391ppi,171x78x9.85mm,171,78,9.85,,2020年07月,2020,07,,1,6000
ROG 游戏手机2精英版（8GB/128GB/全网通）参数,ROG手机,1282542,,,IP3,,80.33,6.59,4800万像素+1300万像素高清级像素高清像素手机>,2,4800,1300,,,,2400万像素高清级像素高像素自拍手机>,1,2400,,,,,高通,高通 骁龙855 plus游戏运行完美(击败100%手机)手机性能排行>,8,128,,2340x1080,391ppi,170.99x77.6x9.78mm,170.99,77.6,9.78,屏幕指纹 ,2019年07月23日,2019,07,,1,6000
ROG 游戏手机（全网通）参数,ROG手机,1213909,,1,,,76.81,6,1200万像素+800万像素高清级像素高清像素手机>,2,1200,800,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙845游戏运行完美(击败95.04%手机)更多高通 骁龙845手机>，手机性能排行>,8,128,,2160x1080,402ppi,158.83x76.16x8.3mm,158.83,76.16,8.3,,2018年09月,2018,09,,,4000
ROG 游戏手机3至尊版（12GB/512GB/全网通/5G版）参数,ROG手机,1332984,,1,,1,79.92,6.59,6400万像素主镜头+1300万像素超广角镜头+500万像素微距镜头高清级像素高清像素手机>,3,6400,1300,500,,,2400万像素高清级像素高像素自拍手机>,1,2400,,,,,高通,高通 骁龙865 Plus更多高通 骁龙865 Plus手机>，手机性能排行>,12,512,1,2340x1080,391ppi,171x78x9.85mm,171,78,9.85,,2020年07月,2020,07,,1,6000
ROG 游戏手机3至尊版（16GB/512GB/全网通/5G版）参数,ROG手机,1332988,,1,,1,79.92,6.59,6400万像素主镜头+1300万像素超广角镜头+500万像素微距镜头高清级像素高清像素手机>,3,6400,1300,500,,,2400万像素高清级像素高像素自拍手机>,1,2400,,,,,高通,高通 骁龙865 Plus更多高通 骁龙865 Plus手机>，手机性能排行>,16,512,1,2340x1080,391ppi,171x78x9.85mm,171,78,9.85,,2020年07月,2020,07,,1,6000
黑鲨游戏手机3（12GB/256GB/全网通/5G版）参数,黑鲨手机,1313268,,1,,1,,6.67,6400万像素主摄摄像头+500万像素景深摄像头+1300万超广角摄像头高清级像素高清像素手机>,3,6400,500,1300,,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,12,256,1,2400x1080,,168.72x77.33x10.42mm,168.72,77.33,10.42,屏幕指纹 ,2020年3月6日,2020,3,,1,4720
黑鲨游戏手机2 Pro（12GB/128GB/全网通）参数,黑鲨手机,1284516,,1,,1,81.69,6.39,4800万像素+1200万像素长焦镜头高清级像素高清像素手机>,2,4800,1200,,,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙855 plus手机性能排行>,12,128,,2340x1080,403ppi,163.61x75.01x8.77mm（后壳中部最高处10.07mm）,163.61,75.01,8.77,屏幕指纹 ,2019年07月30日,2019,07,,1,4000
黑鲨游戏手机3 Pro（8GB/256GB/全网通/5G版）参数,黑鲨手机,1313266,,1,,1,,7.1,6400万像素主摄摄像头+500万像素景深摄像头+1300万超广角摄像头高清级像素高清像素手机>,3,6400,500,1300,,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,8,256,1,3120x1440,,177.79x83.29x10.1mm,177.79,83.29,10.1,屏幕指纹 ,2020年3月27日,2020,3,,1,5000
ROG 游戏手机3精英版（12GB/128GB/全网通/5G版）参数,ROG手机,1332983,,1,,1,79.92,6.59,6400万像素主镜头+1300万像素超广角镜头+500万像素微距镜头高清级像素高清像素手机>,3,6400,1300,500,,,2400万像素高清级像素高像素自拍手机>,1,2400,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,12,128,1,2340x1080,391ppi,171x78x9.85mm,171,78,9.85,,2020年07月,2020,07,,1,6000
ROG 游戏手机2至尊版（12GB/1TB/全网通）参数,ROG手机,1299907,,1,IP3,1,80.33,6.59,4800万像素主摄镜头+1300万像素超广角镜头高清级像素高清像素手机>,2,4800,1300,,,,2400万像素高清级像素高像素自拍手机>,1,2400,,,,,高通,高通 骁龙855 plus手机性能排行>,12,1,,2340x1080,391ppi,170.99x77.6x9.78mm,170.99,77.6,9.78,屏幕指纹 ,2019年10月,2019,10,,1,6000
黑鲨游戏手机3S（12GB/128GB/全网通/5G版）参数,黑鲨手机,1333167,,1,,1,,6.67,6400万像素主摄摄像头+500万像素景深摄像头+1300万超广角摄像头高清级像素高清像素手机>,3,6400,500,1300,,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,12,128,1,2400x1080,395ppi,168.72*77.33*10.42mm,168.72,77.33,10.42,屏幕指纹 ,2020年7月31日,2020,7,,1,4729
黑鲨游戏手机3（8GB/128GB/全网通/5G版）参数,黑鲨手机,1307406,,1,,1,,6.67,6400万像素主摄摄像头+500万像素景深摄像头+1300万超广角摄像头高清级像素高清像素手机>,3,6400,500,1300,,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,8,128,1,2400x1080,,168.72x77.33x10.42mm,168.72,77.33,10.42,屏幕指纹 ,2020年3月6日,2020,3,,1,4720
黑鲨游戏手机2（6GB RAM/全网通）参数,黑鲨手机,1261162,,1,,1,81.69,6.39,4800万像素+1200万像素长焦镜头高清级像素 样张秀>，高清像素手机>,2,4800,1200,,,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙855更多高通 骁龙855手机>，手机性能排行>,6,128,,2340x1080,403ppi,163.61x75.01x8.77mm,163.61,75.01,8.77,屏幕指纹 ,2019年03月22日,2019,03,,1,4000
黑鲨游戏手机2（12GB RAM/全网通）参数,黑鲨手机,1262672,,1,,1,81.69,6.39,4800万像素+1200万像素长焦镜头高清级像素 样张秀>，高清像素手机>,2,4800,1200,,,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙855更多高通 骁龙855手机>，手机性能排行>,12,256,,2340x1080,403ppi,163.61x75.01x8.77mm,163.61,75.01,8.77,屏幕指纹 ,2019年03月22日,2019,03,,1,4000
黑鲨游戏手机Helo（8GB RAM/全网通）参数,黑鲨手机,1235786,,1,,,77.42,6.01,2000万像素+1200万像素高清级像素高清像素手机>,2,2000,1200,,,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙845更多高通 骁龙845手机>，手机性能排行>,8,128,,2160x1080,402ppi,160x75.25x8.7mm,160,75.25,8.7,后置指纹 ,2018年10月30日,2018,10,,1,4000
ROG 游戏手机2经典版（12GB/512GB/全网通）参数,ROG手机,1284839,,,IP3,,80.33,6.59,4800万像素+1300万像素高清级像素高清像素手机>,2,4800,1300,,,,2400万像素高清级像素高像素自拍手机>,1,2400,,,,,高通,高通 骁龙855 plus手机性能排行>,12,512,,2340x1080,391ppi,170.99x77.6x9.78mm,170.99,77.6,9.78,屏幕指纹 ,2019年07月23日,2019,07,,1,6000
黑鲨游戏手机3（12GB/128GB/全网通/5G版）参数,黑鲨手机,1313267,,1,,1,,6.67,6400万像素主摄摄像头+500万像素景深摄像头+1300万超广角摄像头高清级像素高清像素手机>,3,6400,500,1300,,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,12,128,1,2400x1080,,168.72x77.33x10.42mm,168.72,77.33,10.42,屏幕指纹 ,2020年3月6日,2020,3,,1,4720
黑鲨游戏手机2（8GB RAM/全网通）参数,黑鲨手机,1262670,,1,,1,81.69,6.39,4800万像素+1200万像素长焦镜头高清级像素 样张秀>，高清像素手机>,2,4800,1200,,,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙855更多高通 骁龙855手机>，手机性能排行>,8,128,,2340x1080,403ppi,163.61x75.01x8.77mm,163.61,75.01,8.77,屏幕指纹 ,2019年03月22日,2019,03,,1,4000
黑鲨游戏手机3 Pro（12GB/256GB/全网通/5G版）参数,黑鲨手机,1313269,,1,,1,,7.1,6400万像素主摄摄像头+500万像素景深摄像头+1300万超广角摄像头高清级像素高清像素手机>,3,6400,500,1300,,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,12,256,1,3120x1440,,177.79x83.29x10.1mm,177.79,83.29,10.1,屏幕指纹 ,2020年3月27日,2020,3,,1,5000
黑鲨游戏手机（6GB RAM/全网通）参数,黑鲨手机,1210725,,,,1,75.98,5.99,2000万像素+1200万像素高清级像素 样张秀>，高清像素手机>,2,2000,1200,,,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙845更多高通 骁龙845手机>，手机性能排行>,6,64,,2160x1080,403ppi,161.62x75.4x9.25mm,161.62,75.4,9.25,前置指纹 ,2018年04月20日,2018,04,,1,4000
黑鲨游戏手机2 Pro（12GB/512GB/全网通）参数,黑鲨手机,1294270,,1,,1,81.69,6.39,4800万像素+1200万像素长焦镜头高清级像素高清像素手机>,2,4800,1200,,,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙855 plus手机性能排行>,12,512,,2340x1080,403ppi,163.61x75.01x8.77mm（后壳中部最高处10.07mm）,163.61,75.01,8.77,屏幕指纹 ,2019年07月30日,2019,07,,1,4000
黑鲨游戏手机Helo（6GB RAM/全网通）参数,黑鲨手机,1222344,,1,,,77.42,6.01,2000万像素+1200万像素高清级像素高清像素手机>,2,2000,1200,,,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙845游戏运行完美(击败90.67%手机)更多高通 骁龙845手机>，手机性能排行>,6,128,,2160x1080,402ppi,160x75.25x8.7mm,160,75.25,8.7,后置指纹 ,2018年10月30日,2018,10,,1,4000
金立K3 Pro（6GB/128GB/全网通）参数,金立手机,1336315,,,,1,90,6.53,1600万像素>高清级像素高清像素手机>,1,1600,,,,,1300万像素>高清级像素高像素自拍手机>,1,1300,,,,,联发科,联发科 P60手机性能排行>,6,128,,1600x720,234ppi,164.3x77.6x9.7mm,164.3,77.6,9.7,后置指纹 ,2020年8月,2020,8,,1,4000
黑鲨游戏手机Helo（10GB RAM/全网通）参数,黑鲨手机,1235787,,1,,,77.42,6.01,2000万像素+1200万像素高清级像素高清像素手机>,2,2000,1200,,,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙845更多高通 骁龙845手机>，手机性能排行>,10,256,,2160x1080,402ppi,160x75.25x8.7mm,160,75.25,8.7,后置指纹 ,2018年10月30日,2018,10,,1,4000
金立M30（8GB/128GB/全网通）参数,金立手机,1337226,,,IP68,1,,6,1600万像素>高清级像素高清像素手机>,1,1600,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,联发科,联发科 P60手机性能排行>,8,128,,1440x720,,161.8x75.3x14.6mm,161.8,75.3,14.6,后置指纹 ,2020年8月,2020,8,,1,10000
黑鲨游戏手机3 Pro（12GB/256GB/全网通/5G版/中国选手定制版）参数,黑鲨手机,1322845,,1,,1,,7.1,6400万像素主摄摄像头+500万像素景深摄像头+1300万超广角摄像头高清级像素高清像素手机>,3,6400,500,1300,,,2000万像素高清级像素高像素自拍手机>,1,2000,,,,,高通,高通 骁龙865更多高通 骁龙865手机>，手机性能排行>,12,256,1,3120x1440,,177.79x83.29x10.1mm,177.79,83.29,10.1,屏幕指纹 ,2020年5月14日,2020,5,,1,5000
